appid,name,release_date,english,developer,publisher,platforms,required_age,categories,genres,steamspy_tags,achievements,positive_ratings,negative_ratings,average_playtime,median_playtime,owners,price,total_ratings,positive_ratings_percent
427290,Vampyr,2018-06-04,1,DONTNOD Entertainment,Focus Home Interactive,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,"['Action', 'RPG']",Vampire;RPG;Choices Matter,28,4580,1717,794,1154,200000-500000,44.99,6297,72.73304748292838
55110,Red Faction®: Armageddon™,2011-06-09,1,Volition,THQ Nordic,windows,18,Single-player;Co-op;Steam Achievements;Partial Controller Support;Steam Cloud;Valve Anti-Cheat enabled;Steam Leaderboards,['Action'],Action;Destruction;Third Person,58,2674,1005,307,436,1000000-2000000,14.99,3679,72.68279423756455
391260,Labyronia RPG,2015-08-14,1,Labyrinthine,Epic Quest Games,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Captions available;Steam Cloud,"['Action', 'Adventure', 'Indie', 'RPG']",RPGMaker;RPG;Adventure,6,771,290,183,236,200000-500000,0.79,1061,72.66729500471254
394760,Dead Effect 2,2016-05-06,1,"BadFly Interactive, a.s.",App Holdings,windows;mac,0,Single-player;Multi-player;Co-op;Steam Achievements;Full controller support;Steam Trading Cards,"['Action', 'Indie', 'RPG']",Action;Zombies;Co-op,180,1102,415,155,155,100000-200000,8.99,1517,72.64337508239947
24870,Need for Speed: Shift,2009-10-06,1,Slightly Mad Studios,Electronic Arts,windows,0,Single-player;Multi-player,['Racing'],Racing;Simulation;Multiplayer,0,1101,415,339,456,200000-500000,9.99,1516,72.62532981530343
201230,EverQuest II,2011-12-07,1,Daybreak Game Company,Daybreak Game Company,windows,0,Multi-player;MMO,"['Free to Play', 'Massively Multiplayer', 'RPG']",Free to Play;RPG;Massively Multiplayer,0,846,319,548,604,500000-1000000,0.0,1165,72.61802575107296
568570,Force of Nature,2016-12-13,1,A.Y.std,A.Y.std,windows,0,Single-player;Multi-player;Co-op;Steam Achievements;Steam Trading Cards,"['Action', 'Adventure', 'Indie', 'RPG', 'Simulation', 'Strategy']",Crafting;Survival;Open World,18,1660,627,1454,1839,100000-200000,5.79,2287,72.58417140358549
224920,Legacy of Kain: Soul Reaver,2012-12-06,1,Crystal Dynamics,Square Enix,windows,16,Single-player,"['Action', 'Adventure']",Adventure;Action;Vampire,0,798,302,77,128,200000-500000,4.99,1100,72.54545454545455
805940,RUSSIA BATTLEGROUNDS,2018-07-13,1,Agafonoff,Agafonoff,windows,0,Multi-player;Online Multi-Player;Steam Achievements;Steam Trading Cards,"['Action', 'Adventure', 'Indie', 'Massively Multiplayer', 'RPG']",Gore;Action;Battle Royale,32,789,299,0,0,100000-200000,0.79,1088,72.51838235294117
339610,Freestyle 2: Street Basketball,2015-04-01,1,Joycity,Joycity,windows,0,Online Multi-Player;MMO;Online Co-op;Steam Trading Cards;Partial Controller Support,"['Action', 'Casual', 'Free to Play', 'Massively Multiplayer', 'Sports']",Free to Play;Basketball;Sports,0,5781,2192,1571,755,2000000-5000000,0.0,7973,72.50721183995987
6900,Hitman: Codename 47,2007-03-15,1,IO Interactive A/S,IO Interactive A/S,windows,18,Single-player,['Action'],Stealth;Action;Classic,0,1186,450,62,43,1000000-2000000,7.19,1636,72.49388753056235
21100,F.E.A.R. 3,2011-06-21,1,Day 1 Studios,Warner Bros. Interactive Entertainment,windows,18,Single-player;Multi-player;Co-op;Steam Achievements;Partial Controller Support;Steam Cloud;Steam Leaderboards,['Action'],FPS;Horror;Co-op,50,5349,2030,310,298,1000000-2000000,12.99,7379,72.48949722184578
612880,Wolfenstein II: The New Colossus,2017-10-26,1,Machine Games,Bethesda Softworks,windows,18,Single-player;Steam Achievements;Full controller support;Steam Cloud,['Action'],Action;FPS;Gore,80,11732,4461,921,870,500000-1000000,39.99,16193,72.45105909961094
341500,Camera Obscura,2015-02-19,1,Anteater Games,Anteater Games;BindleBot,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Steam Cloud;Stats;Includes level editor,"['Action', 'Adventure', 'Indie', 'Strategy']",Pixel Graphics;Platformer;Level Editor,45,1090,418,213,188,200000-500000,1.59,1508,72.28116710875332
251170,Damned,2014-10-06,1,9heads Game Studios,9heads Game Studios,windows,0,Multi-player;Co-op;Steam Achievements;Steam Trading Cards;Partial Controller Support,['Adventure'],Horror;Multiplayer;Co-op,37,2538,974,450,872,200000-500000,15.49,3512,72.26651480637814
400170,The Incredible Adventures of Van Helsing: Final Cut,2015-11-06,1,NeocoreGames,NeocoreGames,windows,0,Single-player;Multi-player;Co-op;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Stats;Steam Leaderboards,"['Action', 'Adventure', 'Indie', 'RPG']",RPG;Adventure;Action,50,1190,457,100,125,200000-500000,29.99,1647,72.25258044930176
427730,Who's Your Daddy,2016-05-13,1,Evil Tortilla Games,Evil Tortilla Games,windows;mac;linux,0,Multi-player;Cross-Platform Multiplayer;Partial Controller Support,"['Action', 'Casual', 'Indie']",Funny;Multiplayer;First-Person,0,9751,3747,103,70,1000000-2000000,3.99,13498,72.24033190102237
307050,Shan Gui (山桂),2014-08-19,1,Magenta Factory,Ju Cai,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,"['Adventure', 'Casual', 'Indie']",Visual Novel;Anime;Indie,8,1635,630,337,337,50000-100000,0.79,2265,72.18543046357617
526160,The Wild Eight,2017-02-08,1,HypeTrain Digital,HypeTrain Digital,windows,0,Single-player;Multi-player;Online Co-op;Steam Achievements;Steam Trading Cards;Captions available,"['Action', 'Adventure', 'Indie', 'RPG', 'Simulation', 'Early Access']",Early Access;Survival;Multiplayer,25,2757,1063,133,171,100000-200000,14.99,3820,72.17277486910994
301520,Robocraft,2017-08-24,1,Freejam,Freejam,windows;mac;linux,0,Multi-player;Online Multi-Player;MMO;Online Co-op;Steam Achievements;Steam Trading Cards;In-App Purchases,"['Action', 'Free to Play', 'Indie', 'Massively Multiplayer', 'RPG', 'Simulation']",Free to Play;Robots;Building,43,80360,30987,1369,211,10000000-20000000,0.0,111347,72.17078143102194
264240,CONSORTIUM,2014-01-08,1,Interdimensional Games Inc,Interdimensional Games Inc,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Steam Leaderboards,"['Action', 'Adventure', 'Indie', 'RPG']",RPG;Sci-fi;Adventure,39,1026,396,151,142,200000-500000,6.99,1422,72.15189873417721
321360,Primal Carnage: Extinction,2015-04-03,1,Circle Five Studios;Pub Games,Circle Five Studios,windows,0,Single-player;Multi-player;Online Multi-Player;Co-op;Steam Achievements;Steam Trading Cards;Steam Workshop;In-App Purchases;Partial Controller Support;Steam Cloud;Stats;Steam Leaderboards;Includes level editor,"['Action', 'Indie']",Dinosaurs;Multiplayer;Action,43,2898,1123,166,209,200000-500000,9.99,4021,72.07162397413579
231330,Deadfall Adventures,2013-11-15,1,The Farm 51,THQ Nordic,windows;linux,0,Single-player;Multi-player;Co-op;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud;Steam Leaderboards,"['Action', 'Adventure']",Adventure;Action;FPS,50,1474,572,0,0,100000-200000,17.99,2046,72.04301075268818
216910,Of Orcs And Men,2012-10-11,1,Cyanide Studio - Spiders Studios,Focus Home Interactive,windows,0,Single-player;Steam Achievements;Full controller support;Steam Cloud,"['Action', 'RPG']",RPG;Fantasy;Action,45,856,333,143,74,200000-500000,10.99,1189,71.99327165685449
250340,Blockland,2013-12-16,1,Eric Hartman;Ben Garney;Anthony Rotondo,Step 1 Games LLC,windows;mac,0,Single-player;Multi-player;Steam Achievements;Steam Trading Cards,"['Action', 'Indie', 'Simulation']",Sandbox;Building;Multiplayer,11,3706,1444,625,1054,200000-500000,7.19,5150,71.96116504854369
361550,Cradle,2015-07-24,1,Flying Cafe for Semianimals,Flying Cafe for Semianimals,windows;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Stats,"['Adventure', 'Indie']",Adventure;Sci-fi;Indie,25,940,367,0,0,20000-50000,9.99,1307,71.920428462127
552990,World of Warships,2017-11-15,1,Wargaming Group Limited,Wargaming Group Limited,windows,0,Multi-player;Online Multi-Player;MMO;Co-op;Online Co-op;Steam Achievements;Steam Trading Cards;In-App Purchases,"['Action', 'Free to Play', 'Massively Multiplayer', 'Simulation']",Free to Play;World War II;Naval,44,9386,3667,341,135,2000000-5000000,0.0,13053,71.90684133915575
364470,The Elder Scrolls®: Legends™,2017-05-31,1,"Sparkypants Studios, LLC",Bethesda Softworks,windows;mac,0,Single-player;Multi-player;Online Multi-Player;Cross-Platform Multiplayer;Steam Trading Cards;In-App Purchases,['Free to Play'],Free to Play;Card Game;Multiplayer,0,5365,2099,448,214,1000000-2000000,0.0,7464,71.87834941050374
228260,Fallen Enchantress: Legendary Heroes,2013-05-22,1,Stardock Entertainment,Stardock Entertainment,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,"['Indie', 'RPG', 'Strategy']",Strategy;Fantasy;Turn-Based Strategy,54,1265,495,1610,2874,200000-500000,19.49,1760,71.875
262150,Vanguard Princess,2014-03-03,1,Tomoaki Sugeno,eigoMANGA,windows;mac;linux,0,Single-player;Local Multi-Player;Shared/Split Screen;Steam Trading Cards;Captions available;Steam Workshop;Partial Controller Support,"['Sexual Content', 'Action', 'Casual', 'Indie']",Anime;Fighting;2D Fighter,0,1975,773,245,255,200000-500000,3.99,2748,71.87045123726347
265750,Secret Ponchos,2015-10-13,1,Switchblade Monkeys Entertainment,Switchblade Monkeys Entertainment,windows,0,Multi-player;Steam Achievements;Full controller support;Steam Trading Cards;Stats;Steam Leaderboards,"['Action', 'Indie']",Western;Action;Indie,111,970,380,0,0,50000-100000,10.99,1350,71.85185185185186
208650,Batman™: Arkham Knight,2015-06-23,1,Rocksteady Studios,Warner Bros. Interactive Entertainment,windows,18,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,"['Action', 'Adventure']",Batman;Action;Open World,113,33121,12981,1266,1296,1000000-2000000,15.99,46102,71.8428701574769
286340,FarSky,2014-04-25,1,Farsky Interactive,Farsky Interactive,windows;mac;linux,0,Single-player,"['Adventure', 'Indie']",Survival;Open World;Underwater,0,2571,1008,180,206,100000-200000,3.99,3579,71.83570829840737
383580,Flesh Eaters,2016-05-03,1,S.C. 16 BIT NIGHTS S.R.L.,S.C. 16 BIT NIGHTS S.R.L.,windows,0,Single-player;Steam Achievements;Steam Trading Cards,"['Action', 'Adventure', 'Indie', 'RPG', 'Simulation']",Indie;Action;Zombies,9,927,364,205,214,500000-1000000,1.59,1291,71.80480247869868
572410,Steel Division: Normandy 44,2017-05-23,1,Eugen Systems,Paradox Interactive,windows,0,Single-player;Multi-player;Online Multi-Player;Steam Achievements;Steam Trading Cards;Steam Workshop,"['Action', 'Simulation', 'Strategy']",World War II;Strategy;RTS,47,3063,1204,1545,2209,200000-500000,34.99,4267,71.78345441762363
501080,Fishing: Barents Sea,2018-02-07,1,Misc Games,astragon Entertainment,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,['Simulation'],Simulation;Fishing;Open World,30,763,300,382,382,50000-100000,17.99,1063,71.7779868297272
667890,Dead Maze,2018-02-13,1,Atelier 801,Atelier 801,windows;mac;linux,0,Multi-player;Online Multi-Player;MMO;Co-op;Online Co-op;Steam Achievements;Steam Trading Cards;In-App Purchases,"['Action', 'Free to Play', 'Massively Multiplayer']",Free to Play;Survival;Massively Multiplayer,26,1897,746,130,80,500000-1000000,0.0,2643,71.77449867574725
442780,STRAFE: Millennium Edition,2017-05-09,1,Pixel Titans,Devolver Digital,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Leaderboards,"['Violent', 'Gore', 'Action', 'Indie']",Gore;FPS;Indie,36,1235,487,181,181,200000-500000,11.39,1722,71.71893147502904
317470,Cubic Castles,2014-08-13,1,Cosmic Cow LLC,Cosmic Cow LLC,windows,0,MMO,"['Action', 'Adventure', 'Casual', 'Free to Play', 'Indie', 'Massively Multiplayer']",Free to Play;Building;Multiplayer,0,2981,1176,93,161,500000-1000000,0.0,4157,71.710368053885
356650,Death's Gambit,2018-08-13,1,White Rabbit,Adult Swim Games,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,"['Action', 'Adventure', 'Indie', 'RPG']",Souls-like;Pixel Graphics;Metroidvania,34,1057,417,0,0,50000-100000,14.99,1474,71.70963364993216
238430,Contagion,2013-10-25,1,"Monochrome, Inc","Monochrome, Inc",windows,0,Single-player;Multi-player;Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Steam Cloud;Includes level editor,"['Action', 'Adventure', 'Indie']",Zombies;Survival;Action,36,9087,3585,366,374,1000000-2000000,6.99,12672,71.7092803030303
292120,FINAL FANTASY® XIII,2014-10-09,1,Square Enix,Square Enix,windows,16,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,['RPG'],JRPG;Linear;RPG,35,7016,2769,1497,1797,500000-1000000,10.99,9785,71.70158405723045
9880,Champions Online,2011-06-14,1,Cryptic Studios,Perfect World Entertainment,windows,0,Multi-player;MMO;Co-op;Steam Achievements,"['Free to Play', 'Massively Multiplayer', 'RPG']",Free to Play;Superhero;Massively Multiplayer,709,2081,823,12952,724,1000000-2000000,0.0,2904,71.65977961432507
22610,Alien Breed: Impact,2010-06-03,1,Team17 Software Ltd. ,Team17 Digital Ltd,windows,0,Single-player;Co-op;Steam Achievements;Partial Controller Support,['Action'],Action;Shooter;Sci-fi,13,776,307,7,7,200000-500000,6.99,1083,71.6528162511542
286040,Dead Effect,2014-12-17,1,"BadFly Interactive, a.s.","BadFly Interactive, a.s.",windows;mac,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud;Stats;Steam Leaderboards,"['Action', 'Indie']",Action;Zombies;FPS,61,2177,862,276,294,200000-500000,3.99,3039,71.63540638367884
311290,SpellForce 3,2017-12-07,1,Grimlore Games;THQ Nordic,THQ Nordic,windows,0,Single-player;Multi-player;Co-op;Steam Achievements;Steam Trading Cards;Steam Cloud;Includes level editor,"['RPG', 'Strategy']",RPG;Strategy;RTS,39,2024,802,6,6,200000-500000,39.99,2826,71.6206652512385
236690,Blood Bowl 2,2015-09-22,1,Cyanide Studios,Focus Home Interactive,windows;mac,0,Single-player;Multi-player;Steam Achievements;Full controller support;Steam Trading Cards;In-App Purchases;Steam Cloud,"['Sports', 'Strategy']",Strategy;Sports;Turn-Based,31,2734,1085,1433,1433,200000-500000,14.99,3819,71.58942131448023
1930,Two Worlds Epic Edition,2009-04-30,1,Reality Pump Studios,Topware Interactive,windows;mac;linux,0,Single-player;Multi-player;Online Multi-Player;Online Co-op;Cross-Platform Multiplayer;Steam Trading Cards;Partial Controller Support,['RPG'],RPG;Open World;Fantasy,0,2656,1055,484,422,1000000-2000000,6.99,3711,71.57100511991376
619910,Just Cause™ 3: Multiplayer Mod,2017-07-20,1,nanos GbR,nanos GbR;Square Enix,windows,18,Multi-player;Online Multi-Player;Partial Controller Support,"['Violent', 'Action', 'Massively Multiplayer']",Action;Massively Multiplayer;Violent,0,865,345,74,70,200000-500000,0.0,1210,71.48760330578511
428690,Youtubers Life,2017-02-02,1,U-Play Online,U-Play Online,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,"['Indie', 'Simulation', 'Strategy']",Simulation;Singleplayer;Management,54,6483,2590,1394,1765,500000-1000000,19.99,9073,71.45376391491239
640820,Pathfinder: Kingmaker,2018-09-25,1,Owlcat Games,Deep Silver,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,['RPG'],RPG;Fantasy;Singleplayer,67,6063,2426,1642,1751,200000-500000,34.99,8489,71.42184002827187
436150,Governor of Poker 3,2016-02-19,1,Azerion;YoudaGames,Azerion;Youda Games Holding B.V.,windows;mac,0,Multi-player;Online Multi-Player;Cross-Platform Multiplayer;Steam Achievements;In-App Purchases,"['Casual', 'Free to Play', 'Massively Multiplayer', 'Simulation']",Free to Play;Card Game;Massively Multiplayer,32,2163,866,1848,2515,500000-1000000,0.0,3029,71.40970617365467
212160,Vindictus,2012-06-22,1,devCAT,NEXON Korea Corp. & NEXON America Inc.,windows,0,Single-player;Multi-player;MMO;Co-op;Partial Controller Support,"['Action', 'Adventure', 'Free to Play', 'Massively Multiplayer', 'RPG']",Free to Play;Action;Hack and Slash,0,3646,1460,408,249,1000000-2000000,0.0,5106,71.40618879749314
706990,BLOCKPOST,2019-04-25,1,Skullcap Studios,Skullcap Studios,windows,0,Online Multi-Player;In-App Purchases,"['Action', 'Free to Play', 'Indie']",Free to Play;FPS;Action,0,2703,1084,0,0,500000-1000000,0.0,3787,71.37575917612887
34870,Sniper: Ghost Warrior 2,2013-03-11,1,City Interactive,CI Games,windows,18,Single-player;Multi-player;Steam Achievements;Full controller support;Steam Leaderboards,['Action'],Sniper;Action;FPS,38,6775,2724,234,228,1000000-2000000,6.99,9499,71.32329718917781
707010,Will To Live Online,2018-04-05,1,AlphaSoft LLC,AlphaSoft LLC,windows,0,Multi-player;Online Multi-Player;MMO;Steam Achievements;Steam Cloud;Stats,"['Action', 'Indie', 'Massively Multiplayer', 'RPG', 'Early Access']",Early Access;Survival;Massively Multiplayer,51,1061,427,2951,5759,50000-100000,9.29,1488,71.30376344086021
383150,Dead Island Definitive Edition,2016-05-31,1,Techland,Deep Silver,windows;linux,18,Single-player;Multi-player;Co-op;Steam Achievements;Full controller support;Steam Trading Cards;Captions available;Steam Cloud;Stats,['Action'],Zombies;Open World;Multiplayer,57,3513,1415,1725,533,200000-500000,11.99,4928,71.28652597402598
322910,"Warhammer 40,000: Regicide",2015-09-08,1,Hammerfall Publishing,Hammerfall Publishing,windows,0,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Shared/Split Screen;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;In-App Purchases,"['Action', 'Indie', 'Strategy']",Warhammer 40K;Strategy;Chess,35,1158,468,87,172,100000-200000,7.19,1626,71.21771217712177
274290,Gods Will Be Watching,2014-07-24,1,Deconstructeam,Devolver Digital,windows;mac;linux,16,Single-player;Steam Achievements;Steam Trading Cards;Captions available,"['Adventure', 'Indie']",Indie;Pixel Graphics;Point & Click,35,1630,659,155,183,200000-500000,6.99,2289,71.21013543031893
206480,Dungeons & Dragons Online®,2012-06-25,1,"Standing Stone Games, LLC","Standing Stone Games, LLC",windows;mac,0,MMO,"['Action', 'Adventure', 'Free to Play', 'Massively Multiplayer', 'RPG']",Free to Play;RPG;MMORPG,0,1718,696,557,804,500000-1000000,0.0,2414,71.1681855840928
32380,STAR WARS™ Jedi Knight: Dark Forces II,2009-09-16,1,LucasArts,LucasArts;Lucasfilm;Disney Interactive,windows,0,Single-player;Multi-player;Local Multi-Player;Partial Controller Support;Steam Cloud,['Action'],Action;Star Wars;FPS,0,777,315,141,221,1000000-2000000,4.79,1092,71.15384615384616
750920,Shadow of the Tomb Raider,2018-09-14,1,Eidos-Montréal;Crystal Dynamics;Nixxes software,Square Enix,windows,18,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,"['Action', 'Adventure']",Adventure;Action;Lara Croft,99,10832,4408,672,733,500000-1000000,44.99,15240,71.0761154855643
464920,Surviving Mars,2018-03-15,1,Haemimont Games,Paradox Interactive,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Steam Cloud,"['Simulation', 'Strategy']",Strategy;City Builder;Survival,60,3942,1608,2454,2720,200000-500000,26.99,5550,71.02702702702702
202750,Alan Wake's American Nightmare,2012-05-22,1,Remedy Entertainment,Remedy Entertainment,windows,0,Single-player;Full controller support,"['Action', 'Adventure']",Action;Adventure;Horror,12,3598,1468,71,123,1000000-2000000,6.19,5066,71.02250296091592
766370,Dying Light: Bad Blood,2018-09-13,1,Techland,Techland Publishing,windows,0,Multi-player;Online Multi-Player;Full controller support;In-App Purchases,"['Action', 'RPG', 'Early Access']",Early Access;Action;Battle Royale,0,860,351,103,108,20000-50000,15.49,1211,71.01568951279934
253430,CastleMiner Z,2014-02-03,1,DigitalDNA Games LLC,DigitalDNA Games LLC,windows,0,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Steam Achievements,"['Violent', 'Action', 'Adventure', 'Indie']",Survival;Multiplayer;Zombies,31,4478,1831,192,263,200000-500000,2.79,6309,70.97796798224758
331360,Heavy Metal Machines,2018-09-19,1,Hoplon,Hoplon,windows,0,Multi-player;Online Multi-Player;Co-op;Online Co-op;Steam Trading Cards;Captions available;In-App Purchases,"['Action', 'Free to Play', 'Indie', 'Massively Multiplayer', 'Racing', 'Sports', 'Strategy']",Free to Play;Racing;Action,0,1826,747,46,20,500000-1000000,0.0,2573,70.96774193548387
429050,Feed and Grow: Fish,2016-01-08,1,Old B1ood,Greens s.r.o.,windows,0,Single-player;Multi-player;Co-op;Steam Achievements;Partial Controller Support,"['Action', 'Indie', 'Simulation', 'Early Access']",Early Access;Simulation;Underwater,19,1341,550,197,256,100000-200000,10.99,1891,70.9148598625066
418180,Tempest: Pirate Action RPG,2016-08-22,1,Lion's Shade,HeroCraft,windows;mac,0,Single-player;Multi-player;Co-op;Steam Achievements;Full controller support;Steam Trading Cards,"['Action', 'Indie', 'RPG']",Pirates;Naval;Action,15,1221,501,102,129,100000-200000,14.99,1722,70.90592334494772
246110,MASSIVE CHALICE,2015-06-01,1,Double Fine Productions,Double Fine Productions,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Captions available;Steam Cloud,"['Indie', 'Strategy']",Strategy;Turn-Based;Indie,28,1094,449,56,67,200000-500000,14.99,1543,70.90084251458198
25000,Overgrowth,2017-10-16,1,Wolfire Games,Wolfire Games,windows;mac;linux,0,Single-player;Partial Controller Support;Includes level editor,"['Action', 'Indie']",Parkour;Action;Indie,0,3200,1315,777,1365,500000-1000000,22.99,4515,70.87486157253599
377160,Fallout 4,2015-11-09,1,Bethesda Game Studios,Bethesda Softworks,windows,18,Single-player;Steam Achievements;Full controller support;Steam Cloud,['RPG'],Open World;Post-apocalyptic;Exploration,84,110376,45377,4822,2904,5000000-10000000,19.99,155753,70.86605073417527
239160,Thief,2014-02-27,1,Eidos-Montréal;Feral Interactive (Mac),Square Enix;Feral Interactive (Mac),windows;mac,16,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,"['Action', 'Adventure']",Stealth;Action;Adventure,37,10486,4326,276,192,1000000-2000000,19.99,14812,70.79395085066163
429790,AdventureQuest 3D,2016-10-19,1,"Artix Entertainment, LLC","Artix Entertainment, LLC",windows;mac,0,Online Multi-Player;MMO;Co-op;Online Co-op;Cross-Platform Multiplayer;In-App Purchases,"['Action', 'Adventure', 'Free to Play', 'Indie', 'Massively Multiplayer', 'RPG', 'Early Access']",Early Access;Free to Play;RPG,0,2699,1115,332,221,500000-1000000,0.0,3814,70.76560041950708
466500,35MM,2016-05-27,1,Носков Сергей,Носков Сергей,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support,['Indie'],Post-apocalyptic;Atmospheric;Survival,20,2113,873,211,286,100000-200000,5.99,2986,70.76356329537843
648350,Jurassic World Evolution,2018-06-11,1,Frontier Developments,Frontier Developments,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,"['Simulation', 'Strategy']",Building;Dinosaurs;Management,62,9824,4060,1201,1509,500000-1000000,34.99,13884,70.7577067127629
547680,Guild Quest,2017-01-26,1,Hyper Hippo Games,Hyper Hippo Games,windows;mac,0,Single-player;Steam Achievements;In-App Purchases,"['Casual', 'Free to Play', 'Indie', 'RPG', 'Simulation', 'Strategy', 'Early Access']",Early Access;Free to Play;Strategy,104,1089,451,209,187,200000-500000,0.0,1540,70.71428571428572
606280,Darksiders III,2018-11-27,1,Gunfire Games,THQ Nordic,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,"['Action', 'Adventure', 'RPG']",Action;Hack and Slash;Female Protagonist,59,3302,1368,1716,1851,100000-200000,44.99,4670,70.70663811563169
115320,Prototype 2,2012-07-26,1,Radical Entertainment,Activision,windows,18,Single-player;Steam Achievements;Steam Cloud;Stats;Steam Leaderboards,"['Action', 'Adventure']",Action;Open World;Gore,43,5411,2244,698,953,500000-1000000,19.99,7655,70.68582625734814
249230,Risen 3 - Titan Lords,2014-08-13,1,Piranha Bytes,Deep Silver,windows,16,Single-player;Steam Achievements;Steam Trading Cards;Captions available;Partial Controller Support;Steam Cloud,['RPG'],RPG;Open World;Gothic,50,2756,1144,412,589,500000-1000000,10.99,3900,70.66666666666667
351030,Pixel Puzzles Ultimate,2016-09-09,1,DL Softworks,DL Softworks,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Stats;Steam Leaderboards,"['Casual', 'Free to Play', 'Indie']",Free to Play;Puzzle;Casual,1559,895,372,220,204,1000000-2000000,0.0,1267,70.63930544593529
307960,IL-2 Sturmovik: Battle of Stalingrad,2014-10-22,1,1C Game Studios;777 Studios,1C Game Studios,windows,0,Single-player;Multi-player;Co-op;Steam Trading Cards;Partial Controller Support;Includes level editor,"['Action', 'Simulation']",Simulation;Flight;World War II,0,1571,653,997,1424,100000-200000,39.99,2224,70.63848920863309
493490,City Car Driving,2016-11-03,1,"Forward Development, Ltd.","Forward Global Group, Ltd.",windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Steam Cloud,"['Indie', 'Racing', 'Simulation']",Simulation;Driving;Open World,43,1606,668,171,198,100000-200000,20.51,2274,70.62445030782762
316010,Magic Duels,2015-07-29,1,Stainless Games Ltd.,Wizards of the Coast LLC,windows,0,Single-player;Multi-player;Co-op;Shared/Split Screen;Steam Achievements;Full controller support;In-App Purchases;Steam Cloud,"['Free to Play', 'Strategy']",Free to Play;Card Game;Trading Card Game,49,16599,6912,1854,125,2000000-5000000,0.0,23511,70.60099527880567
488790,South Park™: The Fractured But Whole™,2017-10-16,1,Ubisoft San Francisco,Ubisoft,windows,18,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support,"['Sexual Content', 'Nudity', 'Violent', 'Gore', 'RPG']",RPG;Comedy;Dark Humor,35,4840,2017,932,976,200000-500000,49.99,6857,70.58480385008022
244770,StarMade,2014-12-04,1,"Schine, GmbH","Schine, GmbH",windows;mac;linux,0,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Co-op;Online Co-op;Local Co-op;Cross-Platform Multiplayer;Partial Controller Support;Stats,"['Action', 'Adventure', 'Indie', 'RPG', 'Simulation', 'Strategy', 'Early Access']",Early Access;Space;Sandbox,0,1852,772,2957,2998,200000-500000,10.99,2624,70.57926829268293
369070,Slain: Back from Hell,2016-03-24,1,Andrew Gilmour,Digerati Distribution,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Leaderboards,"['Action', 'Indie']",Action;Pixel Graphics;Indie,30,957,399,201,201,100000-200000,9.99,1356,70.57522123893806
378860,Project CARS 2,2017-09-21,1,Slightly Mad Studios,BANDAI NAMCO Entertainment,windows,0,Single-player;Multi-player;Online Multi-Player;Steam Achievements;Steam Cloud;Steam Leaderboards,['Racing'],Racing;Driving;Simulation,47,4190,1747,121,169,200000-500000,44.99,5937,70.57436415698164
